"車站日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,臺大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿中心,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2017/12/3,"4,823 ","10,473 ","19,607 ","43,131 ","14,289 ","11,908 ","7,462 ","3,484 ","2,277 ","7,904 ","1,692 ","2,560 ","8,570 ","6,748 ","13,070 ","5,214 ","5,854 ","3,765 ","6,771 ","3,342 ","5,300 ","5,954 ","2,419 ","19,637 ","2,350 ","10,810 ","8,327 ","12,758 ","15,105 ","16,297 ","8,137 ","35,264 ","17,613 ","24,887 ","26,488 ","4,771 ","28,839 ","21,440 ","19,409 ","16,990 ","12,218 ","188,600 ","35,565 ","15,163 ","19,162 ","31,753 ","35,424 ","32,301 ","24,701 ","8,140 ","22,164 ","6,074 ","6,464 ","14,532 ","7,872 ","2,821 ","1,689 ","7,841 ","7,669 ","5,370 ","40,504 ","6,611 ","11,239 ","6,232 ","17,322 ","14,734 ","28,837 ","60,220 ","33,821 ","19,957 ","29,270 ","78,967 ","15,369 ","32,227 ","31,322 ","16,189 ","59,082 ","14,915 ","13,104 ","8,453 ","14,544 ","8,939 ","31,148 ","10,783 ","9,516 ","9,080 ","17,255 ","12,803 ","14,193 ","18,961 ","7,750 ","8,386 ","4,407 ","2,489 ","5,446 ","7,155 ","8,126 ","12,143 ","12,731 ","18,950 ","21,187 ","10,378 ","9,774 ","10,397 ","9,545 ","9,836 ","7,274 ","7,257 ",,,,,,,,,,,
2017/12/4,"5,481 ","15,434 ","38,255 ","42,316 ","26,144 ","15,268 ","11,902 ","4,286 ","3,164 ","14,856 ","2,537 ","4,342 ","6,143 ","10,126 ","9,853 ","17,801 ","16,057 ","5,846 ","7,916 ","3,208 ","8,274 ","8,189 ","5,158 ","29,076 ","2,281 ","12,298 ","10,636 ","16,424 ","21,466 ","16,800 ","9,311 ","27,389 ","17,328 ","31,611 ","27,194 ","10,302 ","35,521 ","26,120 ","25,300 ","21,760 ","24,886 ","145,413 ","34,405 ","21,903 ","25,011 ","28,894 ","35,819 ","31,419 ","24,744 ","13,683 ","31,045 ","7,896 ","9,799 ","17,225 ","6,379 ","3,324 ","3,016 ","13,133 ","9,313 ","7,208 ","35,961 ","8,159 ","11,819 ","7,210 ","21,771 ","23,419 ","29,198 ","42,214 ","40,720 ","25,499 ","29,437 ","64,208 ","22,323 ","30,854 ","34,058 ","19,649 ","58,588 ","19,723 ","16,690 ","13,726 ","16,530 ","11,923 ","29,530 ","16,705 ","8,254 ","10,633 ","37,814 ","23,777 ","23,194 ","24,426 ","12,733 ","10,239 ","5,021 ","4,867 ","5,716 ","9,801 ","8,958 ","13,454 ","17,043 ","27,222 ","23,195 ","13,722 ","12,593 ","11,718 ","12,519 ","11,953 ","9,898 ","9,070 ",,,,,,,,,,,
2017/12/5,"5,382 ","16,280 ","39,776 ","44,403 ","27,764 ","16,088 ","12,346 ","4,372 ","3,301 ","15,246 ","2,525 ","4,605 ","6,469 ","10,738 ","10,311 ","18,863 ","16,969 ","5,913 ","8,356 ","3,211 ","8,588 ","8,365 ","5,383 ","29,559 ","2,297 ","12,650 ","11,088 ","16,726 ","22,410 ","17,267 ","9,914 ","28,642 ","18,686 ","33,265 ","30,441 ","11,095 ","36,960 ","27,345 ","26,300 ","22,436 ","25,237 ","137,149 ","35,572 ","21,876 ","25,751 ","26,161 ","36,802 ","31,413 ","25,868 ","13,870 ","32,025 ","8,268 ","10,028 ","17,269 ","7,133 ","3,696 ","3,000 ","13,715 ","9,693 ","7,315 ","35,186 ","8,267 ","11,685 ","7,250 ","21,965 ","23,971 ","30,849 ","41,570 ","42,612 ","26,171 ","29,929 ","65,576 ","23,409 ","32,148 ","36,383 ","20,511 ","59,725 ","20,548 ","17,055 ","14,590 ","16,684 ","11,923 ","29,914 ","17,600 ","8,002 ","10,589 ","39,141 ","25,211 ","23,980 ","25,142 ","13,225 ","11,227 ","5,061 ","5,244 ","5,990 ","10,544 ","9,257 ","13,478 ","18,099 ","28,249 ","24,271 ","13,910 ","12,873 ","12,087 ","12,827 ","12,010 ","10,439 ","9,393 ",,,,,,,,,,,
2017/12/6,"5,537 ","16,436 ","41,197 ","46,344 ","28,251 ","16,629 ","12,386 ","4,437 ","3,340 ","15,721 ","2,654 ","4,574 ","6,562 ","11,027 ","10,545 ","18,943 ","17,083 ","6,035 ","8,395 ","3,196 ","8,647 ","8,652 ","5,644 ","30,590 ","2,299 ","12,564 ","11,361 ","17,568 ","22,731 ","17,224 ","10,074 ","29,799 ","19,453 ","33,979 ","31,616 ","11,085 ","37,193 ","27,429 ","26,545 ","22,648 ","25,544 ","140,878 ","37,009 ","22,775 ","25,865 ","26,198 ","36,187 ","32,684 ","25,711 ","14,175 ","32,736 ","8,301 ","10,016 ","18,195 ","7,039 ","3,659 ","3,056 ","13,773 ","9,831 ","7,374 ","36,602 ","8,456 ","12,059 ","7,389 ","22,385 ","24,309 ","31,146 ","42,517 ","42,886 ","26,711 ","29,952 ","67,846 ","24,239 ","32,786 ","37,378 ","21,271 ","62,901 ","20,746 ","17,204 ","14,895 ","16,944 ","12,154 ","33,527 ","18,039 ","7,797 ","10,959 ","39,872 ","24,938 ","24,073 ","25,370 ","13,374 ","11,157 ","5,132 ","5,227 ","5,939 ","10,405 ","9,270 ","13,608 ","18,485 ","29,305 ","24,732 ","13,982 ","12,973 ","12,372 ","13,082 ","12,197 ","10,611 ","9,551 ",,,,,,,,,,,
2017/12/7,"5,960 ","16,761 ","42,912 ","48,639 ","28,764 ","18,149 ","12,647 ","4,510 ","3,394 ","15,904 ","2,606 ","4,611 ","6,380 ","10,974 ","10,982 ","19,194 ","17,493 ","6,015 ","8,578 ","3,138 ","8,672 ","8,691 ","5,960 ","33,800 ","2,501 ","12,523 ","11,250 ","17,629 ","22,898 ","17,536 ","10,234 ","30,713 ","20,043 ","35,086 ","31,340 ","11,066 ","38,023 ","27,735 ","26,582 ","22,510 ","25,786 ","153,071 ","38,836 ","22,602 ","25,741 ","25,979 ","34,984 ","31,538 ","25,267 ","14,063 ","32,250 ","8,461 ","10,291 ","17,807 ","7,341 ","3,692 ","3,046 ","13,752 ","9,497 ","7,459 ","35,910 ","8,367 ","12,016 ","7,246 ","22,317 ","24,523 ","31,078 ","42,070 ","43,768 ","26,674 ","30,891 ","70,072 ","25,360 ","34,251 ","39,034 ","21,688 ","64,849 ","21,372 ","17,337 ","15,160 ","18,145 ","11,900 ","34,528 ","18,292 ","7,764 ","11,653 ","42,364 ","25,644 ","24,588 ","25,234 ","13,482 ","10,672 ","5,216 ","5,182 ","6,126 ","10,800 ","9,351 ","14,116 ","18,801 ","29,596 ","26,661 ","14,135 ","12,840 ","12,456 ","13,024 ","12,347 ","10,509 ","9,373 ",,,,,,,,,,,
2017/12/8,"6,463 ","17,280 ","42,880 ","55,447 ","30,380 ","17,930 ","13,130 ","4,843 ","3,534 ","18,129 ","2,662 ","4,842 ","7,546 ","12,300 ","13,793 ","19,924 ","18,269 ","6,759 ","9,288 ","3,524 ","9,563 ","9,494 ","5,945 ","36,405 ","2,510 ","13,971 ","12,171 ","18,741 ","24,894 ","19,255 ","11,098 ","36,988 ","22,599 ","36,090 ","34,282 ","11,162 ","40,406 ","29,873 ","28,663 ","24,504 ","25,460 ","185,971 ","43,098 ","24,132 ","28,175 ","28,392 ","42,585 ","35,276 ","29,380 ","14,488 ","35,107 ","8,896 ","10,921 ","20,220 ","8,078 ","3,734 ","3,294 ","14,742 ","10,374 ","8,306 ","43,963 ","8,979 ","13,425 ","8,251 ","24,091 ","25,139 ","34,702 ","57,203 ","46,546 ","28,173 ","34,872 ","82,457 ","25,694 ","38,989 ","45,851 ","24,376 ","73,631 ","22,542 ","18,857 ","15,952 ","20,449 ","12,695 ","42,192 ","19,420 ","8,456 ","12,601 ","42,069 ","26,298 ","25,268 ","27,815 ","14,546 ","11,934 ","5,347 ","5,487 ","6,629 ","11,212 ","10,579 ","16,169 ","19,928 ","30,732 ","27,128 ","14,668 ","13,749 ","13,661 ","13,971 ","13,350 ","11,607 ","10,413 ",,,,,,,,,,,
2017/12/9,"4,766 ","12,173 ","28,617 ","57,136 ","20,474 ","14,097 ","9,952 ","4,031 ","2,851 ","12,481 ","2,091 ","3,353 ","7,414 ","8,375 ","12,663 ","7,438 ","9,181 ","4,504 ","8,310 ","3,356 ","6,739 ","7,290 ","2,909 ","27,048 ","2,060 ","11,435 ","10,109 ","16,535 ","18,967 ","18,312 ","9,791 ","45,383 ","23,010 ","30,384 ","30,361 ","5,569 ","36,042 ","25,166 ","23,711 ","22,559 ","13,810 ","207,767 ","44,372 ","19,955 ","21,312 ","32,184 ","41,723 ","33,127 ","25,551 ","11,589 ","30,394 ","7,055 ","8,274 ","16,197 ","9,758 ","3,221 ","2,060 ","9,613 ","9,294 ","5,845 ","38,725 ","7,447 ","11,921 ","7,331 ","20,445 ","18,968 ","37,211 ","83,562 ","40,664 ","24,806 ","38,995 ","99,979 ","18,159 ","38,716 ","43,087 ","20,586 ","76,596 ","19,120 ","16,401 ","10,678 ","16,075 ","10,328 ","48,046 ","14,529 ","9,103 ","11,252 ","27,442 ","22,276 ","20,070 ","23,783 ","13,401 ","9,730 ","4,705 ","2,999 ","6,047 ","10,390 ","10,248 ","13,696 ","15,379 ","22,352 ","25,651 ","12,430 ","11,836 ","12,971 ","11,759 ","11,977 ","9,274 ","9,126 ",,,,,,,,,,,
2017/12/10,"4,889 ","10,190 ","20,545 ","46,052 ","15,993 ","10,833 ","8,284 ","3,715 ","2,603 ","9,585 ","2,249 ","3,458 ","13,223 ","6,775 ","13,067 ","5,971 ","6,272 ","4,029 ","7,146 ","3,557 ","6,010 ","6,624 ","2,455 ","23,632 ","2,091 ","12,916 ","8,984 ","13,597 ","15,531 ","16,235 ","8,268 ","39,145 ","18,728 ","23,734 ","27,335 ","4,542 ","31,210 ","21,862 ","20,320 ","19,334 ","12,539 ","204,893 ","37,799 ","15,682 ","21,267 ","36,664 ","39,651 ","36,422 ","24,577 ","8,567 ","25,484 ","6,190 ","6,728 ","15,304 ","9,660 ","2,981 ","1,775 ","8,814 ","8,524 ","5,778 ","48,909 ","7,357 ","12,074 ","6,574 ","18,346 ","15,485 ","31,357 ","70,410 ","33,840 ","21,674 ","31,947 ","85,064 ","15,624 ","34,180 ","33,779 ","18,097 ","67,038 ","14,139 ","13,716 ","8,972 ","15,847 ","10,560 ","44,210 ","11,907 ","11,603 ","9,972 ","17,108 ","12,690 ","14,965 ","19,888 ","7,722 ","8,785 ","4,224 ","2,514 ","5,422 ","7,251 ","9,219 ","12,484 ","12,785 ","19,615 ","23,257 ","11,388 ","10,754 ","10,676 ","9,980 ","10,446 ","8,058 ","7,908 ",,,,,,,,,,,
2017/12/11,"5,649 ","15,602 ","38,662 ","44,288 ","26,695 ","15,538 ","11,978 ","4,324 ","3,234 ","15,049 ","2,535 ","4,532 ","6,139 ","10,569 ","10,299 ","18,249 ","16,671 ","5,770 ","8,136 ","3,225 ","8,480 ","8,255 ","5,394 ","28,265 ","2,243 ","12,584 ","11,051 ","16,609 ","21,966 ","17,847 ","9,501 ","28,353 ","18,685 ","32,503 ","28,564 ","10,688 ","36,206 ","26,543 ","25,771 ","23,204 ","24,283 ","157,033 ","35,160 ","22,554 ","25,770 ","24,994 ","36,604 ","29,898 ","23,649 ","13,893 ","31,680 ","7,957 ","9,766 ","17,500 ","6,953 ","3,457 ","2,937 ","13,219 ","9,652 ","7,253 ","37,072 ","8,545 ","12,286 ","7,462 ","22,222 ","23,775 ","31,087 ","46,203 ","42,011 ","25,996 ","30,401 ","69,920 ","22,500 ","31,896 ","35,846 ","20,292 ","63,468 ","19,190 ","16,928 ","14,019 ","16,905 ","12,359 ","35,270 ","17,277 ","7,911 ","11,049 ","37,562 ","23,778 ","22,740 ","24,857 ","8,188 ","10,481 ","4,815 ","4,858 ","5,884 ","9,790 ","9,340 ","13,767 ","17,518 ","28,078 ","23,354 ","13,850 ","12,770 ","11,989 ","12,874 ","12,144 ","10,360 ","9,309 ",,,,,,,,,,,
2017/12/12,"5,695 ","16,705 ","42,735 ","47,331 ","28,987 ","17,162 ","12,741 ","4,467 ","3,334 ","15,823 ","2,426 ","4,620 ","6,607 ","11,228 ","10,909 ","19,656 ","17,579 ","6,313 ","8,524 ","3,183 ","8,657 ","8,628 ","5,862 ","29,134 ","2,433 ","12,376 ","11,179 ","17,346 ","22,887 ","17,472 ","10,132 ","29,955 ","19,555 ","34,578 ","32,029 ","11,555 ","37,953 ","27,944 ","26,743 ","22,629 ","26,423 ","146,649 ","37,964 ","22,617 ","25,970 ","25,646 ","34,613 ","29,297 ","23,817 ","14,145 ","31,774 ","8,237 ","10,281 ","17,138 ","7,294 ","3,645 ","3,002 ","13,683 ","9,493 ","7,384 ","34,498 ","8,303 ","11,878 ","7,309 ","22,042 ","24,396 ","31,127 ","42,125 ","43,924 ","26,289 ","29,577 ","68,231 ","25,356 ","33,529 ","38,256 ","21,503 ","63,788 ","21,194 ","17,615 ","14,849 ","16,909 ","11,745 ","30,749 ","18,201 ","7,702 ","11,478 ","41,253 ","25,079 ","25,433 ","24,714 ","13,057 ","10,764 ","5,009 ","5,331 ","6,166 ","10,722 ","9,784 ","13,979 ","18,838 ","29,126 ","25,606 ","13,868 ","12,643 ","12,288 ","13,304 ","12,499 ","10,508 ","9,519 ",,,,,,,,,,,
2017/12/13,"5,581 ","16,730 ","42,134 ","48,759 ","28,781 ","17,204 ","12,788 ","4,554 ","3,389 ","15,979 ","2,598 ","4,589 ","6,475 ","11,173 ","12,358 ","19,509 ","17,589 ","6,136 ","8,699 ","3,201 ","8,981 ","8,768 ","6,219 ","29,689 ","2,420 ","12,664 ","11,340 ","17,604 ","23,222 ","18,234 ","10,207 ","30,388 ","19,629 ","34,796 ","32,042 ","11,352 ","37,433 ","27,995 ","26,649 ","22,892 ","25,744 ","145,777 ","38,477 ","22,964 ","26,194 ","26,378 ","36,431 ","30,257 ","24,604 ","14,294 ","32,806 ","8,327 ","10,003 ","18,026 ","7,221 ","3,871 ","3,136 ","13,846 ","9,915 ","7,281 ","36,335 ","8,504 ","12,247 ","7,585 ","22,405 ","24,495 ","31,588 ","44,459 ","43,536 ","26,958 ","30,923 ","70,299 ","25,445 ","33,441 ","38,698 ","21,617 ","64,913 ","21,428 ","17,747 ","15,280 ","17,452 ","11,991 ","31,108 ","18,438 ","7,786 ","11,403 ","40,956 ","26,094 ","25,456 ","26,016 ","13,547 ","11,131 ","5,042 ","5,232 ","6,083 ","10,479 ","9,486 ","13,641 ","18,640 ","29,373 ","25,802 ","14,075 ","13,046 ","12,223 ","12,988 ","12,484 ","10,594 ","9,424 ",,,,,,,,,,,
2017/12/14,"5,819 ","16,729 ","41,018 ","48,566 ","27,827 ","17,039 ","12,478 ","4,380 ","3,434 ","15,840 ","2,652 ","4,631 ","8,005 ","11,289 ","11,328 ","18,744 ","16,956 ","6,207 ","8,677 ","3,489 ","8,766 ","8,950 ","5,686 ","34,400 ","2,405 ","12,781 ","11,414 ","17,276 ","22,834 ","17,759 ","10,124 ","31,280 ","19,646 ","34,735 ","32,561 ","11,028 ","37,710 ","27,804 ","27,038 ","22,997 ","25,304 ","149,650 ","39,485 ","22,783 ","26,681 ","29,184 ","38,352 ","31,892 ","24,622 ","14,244 ","32,881 ","8,316 ","10,289 ","18,431 ","7,704 ","3,766 ","3,161 ","14,115 ","10,030 ","7,630 ","39,930 ","8,610 ","12,569 ","7,499 ","22,582 ","24,313 ","32,021 ","47,470 ","43,413 ","27,038 ","31,475 ","72,051 ","24,290 ","34,179 ","38,776 ","22,185 ","66,151 ","21,071 ","17,505 ","14,774 ","17,962 ","12,917 ","34,227 ","18,002 ","8,558 ","11,343 ","39,536 ","25,387 ","24,467 ","26,649 ","13,322 ","11,111 ","5,053 ","5,088 ","6,257 ","10,553 ","9,573 ","14,118 ","18,642 ","29,642 ","26,398 ","14,114 ","13,125 ","12,082 ","13,015 ","12,262 ","10,968 ","9,702 ",,,,,,,,,,,
2017/12/15,"6,790 ","17,664 ","43,202 ","54,956 ","29,316 ","17,303 ","13,421 ","4,695 ","3,541 ","18,254 ","2,810 ","5,174 ","9,551 ","12,167 ","15,092 ","19,740 ","18,251 ","6,974 ","9,333 ","3,742 ","9,729 ","9,327 ","5,996 ","37,102 ","2,538 ","14,219 ","12,066 ","19,113 ","25,138 ","19,527 ","10,915 ","36,578 ","22,509 ","36,315 ","35,617 ","11,487 ","40,115 ","29,756 ","28,360 ","24,058 ","25,655 ","185,027 ","43,511 ","24,620 ","28,463 ","31,721 ","44,294 ","36,104 ","27,055 ","14,899 ","34,767 ","8,975 ","10,622 ","20,683 ","8,512 ","3,823 ","3,315 ","15,152 ","10,555 ","8,451 ","47,577 ","9,289 ","14,510 ","8,117 ","24,131 ","25,246 ","35,651 ","67,720 ","47,096 ","28,684 ","34,507 ","81,533 ","25,316 ","37,327 ","43,803 ","24,170 ","75,777 ","22,746 ","19,036 ","16,194 ","20,473 ","14,451 ","37,518 ","19,361 ","9,307 ","12,840 ","40,961 ","26,520 ","25,428 ","28,506 ","14,741 ","11,775 ","5,298 ","5,354 ","6,685 ","11,233 ","10,395 ","16,570 ","19,896 ","30,870 ","28,347 ","14,766 ","13,860 ","13,525 ","13,722 ","13,095 ","11,750 ","10,564 ",,,,,,,,,,,
2017/12/16,"5,070 ","12,512 ","28,017 ","59,228 ","19,518 ","12,885 ","10,166 ","4,181 ","2,914 ","12,929 ","2,130 ","3,587 ","8,432 ","9,194 ","16,533 ","7,170 ","8,080 ","4,705 ","8,765 ","3,101 ","7,053 ","7,381 ","3,179 ","30,449 ","3,081 ","11,887 ","10,663 ","16,510 ","19,319 ","17,526 ","9,820 ","37,667 ","22,615 ","30,812 ","31,109 ","5,905 ","36,664 ","25,612 ","24,135 ","21,252 ","14,349 ","213,360 ","46,601 ","21,978 ","21,690 ","34,529 ","42,449 ","32,645 ","22,750 ","11,098 ","28,103 ","7,184 ","7,684 ","16,549 ","10,362 ","3,371 ","2,054 ","9,262 ","9,049 ","5,836 ","39,011 ","7,396 ","12,676 ","7,424 ","20,731 ","19,868 ","39,671 ","103,971 ","42,057 ","25,833 ","34,725 ","100,906 ","20,802 ","35,476 ","44,938 ","21,115 ","78,533 ","18,926 ","16,514 ","10,615 ","16,916 ","9,871 ","42,250 ","15,279 ","9,682 ","11,759 ","22,300 ","23,447 ","18,663 ","22,937 ","11,000 ","9,501 ","5,410 ","2,916 ","6,046 ","9,356 ","10,243 ","13,833 ","15,860 ","23,644 ","26,246 ","13,218 ","12,051 ","13,466 ","11,837 ","12,337 ","8,805 ","9,126 ",,,,,,,,,,,
2017/12/17,"4,809 ","11,070 ","23,499 ","49,748 ","15,363 ","10,950 ","8,352 ","3,868 ","2,425 ","8,541 ","1,829 ","2,764 ","7,998 ","6,940 ","11,950 ","5,838 ","6,640 ","4,073 ","7,029 ","2,522 ","5,470 ","5,970 ","2,713 ","24,095 ","2,477 ","10,280 ","8,809 ","13,786 ","15,409 ","14,531 ","8,768 ","32,351 ","18,358 ","25,918 ","29,140 ","6,240 ","31,443 ","21,824 ","19,977 ","17,342 ","16,706 ","221,394 ","40,268 ","15,681 ","20,241 ","25,025 ","34,659 ","26,991 ","21,212 ","8,213 ","22,234 ","5,777 ","6,277 ","14,277 ","9,187 ","2,679 ","1,655 ","7,568 ","8,824 ","4,946 ","35,557 ","7,042 ","12,054 ","6,427 ","18,073 ","15,578 ","31,965 ","72,063 ","34,233 ","20,957 ","31,281 ","92,889 ","18,535 ","30,869 ","36,312 ","18,712 ","76,935 ","14,676 ","14,295 ","8,903 ","15,786 ","8,972 ","40,681 ","13,022 ","9,400 ","10,553 ","19,522 ","21,629 ","15,242 ","18,586 ","8,369 ","8,148 ","4,010 ","2,519 ","5,193 ","7,611 ","8,795 ","12,450 ","14,138 ","21,817 ","24,575 ","10,235 ","9,975 ","10,520 ","9,893 ","10,279 ","7,532 ","7,778 ",,,,,,,,,,,
2017/12/18,"5,696 ","16,462 ","41,213 ","46,545 ","27,957 ","16,366 ","12,296 ","4,509 ","3,213 ","15,261 ","2,473 ","4,378 ","5,508 ","10,499 ","10,810 ","18,328 ","16,918 ","6,068 ","8,426 ","3,008 ","8,702 ","8,406 ","5,922 ","28,036 ","2,482 ","12,313 ","11,051 ","17,308 ","22,484 ","17,352 ","9,914 ","29,420 ","18,896 ","33,991 ","29,953 ","11,341 ","37,655 ","27,427 ","26,747 ","22,565 ","27,579 ","156,835 ","37,717 ","22,510 ","25,778 ","25,641 ","36,312 ","29,056 ","23,048 ","13,807 ","32,033 ","8,104 ","9,692 ","17,355 ","7,390 ","3,623 ","2,945 ","13,388 ","9,509 ","7,185 ","35,376 ","8,412 ","12,466 ","7,333 ","22,125 ","24,149 ","31,426 ","45,766 ","42,778 ","26,323 ","31,713 ","70,441 ","23,370 ","32,894 ","37,451 ","21,064 ","65,737 ","21,006 ","17,364 ","14,497 ","17,396 ","12,549 ","32,280 ","17,917 ","7,595 ","11,536 ","39,531 ","25,242 ","24,850 ","25,182 ","12,986 ","10,731 ","4,881 ","5,043 ","5,946 ","10,838 ","10,061 ","14,007 ","18,745 ","29,776 ","24,830 ","13,963 ","12,848 ","12,254 ","12,838 ","12,368 ","10,296 ","9,619 ",,,,,,,,,,,
2017/12/19,"5,467 ","16,882 ","42,658 ","48,688 ","28,437 ","17,229 ","12,863 ","4,543 ","3,375 ","15,751 ","2,537 ","4,552 ","5,890 ","11,015 ","11,115 ","19,237 ","17,089 ","6,141 ","8,441 ","2,999 ","8,276 ","8,533 ","5,871 ","28,669 ","2,450 ","12,464 ","11,357 ","17,418 ","23,486 ","17,927 ","10,340 ","30,838 ","20,003 ","34,995 ","32,910 ","11,758 ","38,168 ","27,799 ","27,336 ","22,934 ","28,638 ","148,092 ","38,407 ","22,875 ","25,896 ","26,234 ","36,238 ","29,598 ","23,700 ","13,999 ","31,803 ","8,211 ","10,227 ","17,370 ","7,576 ","3,738 ","2,999 ","13,570 ","9,736 ","7,218 ","34,402 ","8,394 ","11,943 ","7,345 ","22,287 ","24,712 ","31,426 ","44,439 ","43,853 ","26,636 ","30,375 ","70,183 ","25,056 ","33,948 ","38,928 ","21,598 ","65,678 ","21,473 ","17,543 ","14,943 ","16,895 ","11,713 ","31,279 ","18,577 ","7,795 ","11,685 ","41,248 ","26,091 ","25,033 ","25,389 ","13,722 ","10,835 ","5,011 ","5,316 ","6,190 ","11,188 ","9,859 ","14,014 ","19,074 ","30,029 ","26,003 ","13,899 ","12,799 ","12,452 ","13,403 ","12,513 ","10,595 ","9,788 ",,,,,,,,,,,
2017/12/20,"5,698 ","17,051 ","41,827 ","49,880 ","28,305 ","16,649 ","12,777 ","4,553 ","3,402 ","15,943 ","2,687 ","4,708 ","7,617 ","11,110 ","11,996 ","19,307 ","17,436 ","6,187 ","8,838 ","3,425 ","8,710 ","8,821 ","5,506 ","29,585 ","2,398 ","13,174 ","11,613 ","17,880 ","23,585 ","18,424 ","10,158 ","31,185 ","20,285 ","34,846 ","32,081 ","11,392 ","38,519 ","28,276 ","27,012 ","23,282 ","25,787 ","151,229 ","40,199 ","23,711 ","26,586 ","27,463 ","39,163 ","31,489 ","24,806 ","14,535 ","33,742 ","8,448 ","10,341 ","18,684 ","7,708 ","3,820 ","3,157 ","14,049 ","10,069 ","7,531 ","39,634 ","8,619 ","12,539 ","7,710 ","22,613 ","24,727 ","32,647 ","48,123 ","44,126 ","27,173 ","32,196 ","74,021 ","24,868 ","33,892 ","39,830 ","21,955 ","67,387 ","21,385 ","17,630 ","15,112 ","17,469 ","13,607 ","34,269 ","18,565 ","8,863 ","11,895 ","40,380 ","25,154 ","24,796 ","26,441 ","13,852 ","11,380 ","5,211 ","5,250 ","6,145 ","10,852 ","9,841 ","14,054 ","18,815 ","29,655 ","25,879 ","14,160 ","13,286 ","12,642 ","13,472 ","12,759 ","10,757 ","9,635 ",,,,,,,,,,,
2017/12/21,"5,767 ","16,844 ","42,373 ","50,102 ","28,531 ","16,805 ","12,452 ","4,506 ","3,376 ","15,837 ","2,574 ","4,607 ","8,169 ","11,116 ","11,891 ","19,331 ","17,247 ","6,242 ","8,698 ","3,400 ","8,637 ","8,699 ","5,804 ","29,224 ","2,498 ","13,076 ","11,195 ","17,610 ","23,423 ","18,155 ","10,151 ","31,699 ","20,084 ","34,773 ","33,536 ","11,433 ","37,858 ","27,903 ","26,986 ","22,814 ","25,053 ","152,165 ","40,290 ","22,761 ","26,356 ","27,207 ","39,730 ","31,240 ","24,532 ","14,149 ","32,666 ","8,371 ","10,198 ","18,463 ","8,092 ","3,749 ","3,135 ","13,894 ","9,958 ","7,527 ","39,245 ","8,724 ","12,452 ","7,451 ","22,671 ","24,718 ","32,597 ","48,044 ","44,300 ","27,085 ","31,625 ","73,729 ","24,821 ","34,908 ","40,891 ","21,881 ","68,991 ","21,581 ","17,521 ","15,203 ","17,521 ","12,931 ","34,326 ","18,594 ","8,399 ","11,832 ","40,714 ","25,305 ","24,521 ","26,219 ","13,541 ","10,989 ","5,112 ","5,253 ","6,286 ","10,805 ","9,637 ","14,100 ","19,182 ","29,488 ","26,427 ","13,999 ","13,150 ","12,587 ","13,122 ","12,463 ","10,724 ","9,598 ",,,,,,,,,,,
2017/12/22,"6,575 ","17,566 ","43,004 ","55,541 ","28,667 ","17,955 ","13,253 ","4,749 ","3,455 ","17,941 ","2,894 ","4,956 ","9,452 ","11,967 ","13,707 ","19,571 ","17,994 ","6,998 ","9,224 ","3,871 ","9,490 ","9,351 ","5,651 ","31,387 ","2,533 ","14,106 ","12,549 ","19,700 ","24,594 ","19,652 ","11,032 ","36,888 ","22,392 ","37,117 ","34,986 ","11,630 ","40,111 ","28,911 ","28,319 ","23,719 ","25,329 ","184,843 ","44,240 ","24,688 ","28,383 ","29,914 ","43,601 ","35,372 ","27,009 ","14,860 ","35,225 ","9,022 ","10,503 ","20,151 ","8,937 ","3,971 ","2,969 ","14,935 ","10,529 ","8,220 ","48,147 ","9,078 ","13,637 ","8,116 ","23,764 ","25,232 ","35,319 ","61,625 ","46,690 ","28,466 ","33,917 ","85,198 ","26,665 ","38,389 ","45,602 ","25,826 ","78,280 ","23,351 ","18,975 ","16,126 ","19,202 ","14,257 ","39,459 ","20,176 ","9,550 ","12,978 ","41,288 ","25,787 ","25,593 ","28,282 ","14,686 ","11,727 ","5,341 ","5,400 ","6,617 ","11,203 ","10,191 ","16,522 ","19,666 ","30,419 ","28,531 ","14,722 ","13,747 ","13,416 ","13,753 ","13,104 ","11,704 ","10,459 ",,,,,,,,,,,
